id_cliente,nombre_empresa,nit,direccion,ciudad,contacto_nombre,contacto_telefono,contacto_email
1280,Carreño-Castro,3287197794,"Paseo de Yaiza Pérez 64 Piso 3 
Vizcaya, 33774",Vizcaya,Teófila Clotilde Torre Ferrán,+34 719819997,martinezpacifica@hotmail.com
1281,Palacios-Alba,9514899264,"Via Fabiana Águila 21 Apt. 68 
Asturias, 90377",Salamanca,Inés Escrivá Almagro,+34 942828395,gonzalo26@yahoo.com
1282,Torrent LLC,6562183239,"Rambla Áurea Bustos 78
Jaén, 15700",Cáceres,Aurelia Cabeza Marin,+34 979 675 359,vanaya@gmail.com
1283,Guerrero-Luque,8969395024,"Alameda de Manuel Guillén 672 Apt. 40 
Valladolid, 68708",Tarragona,Jordana Valencia Rosa,+34715560325,caneteencarnacion@tome-castell.com
1284,"Benavent, Parra and Silva",6786394430,"Cañada Néstor Navas 78
Barcelona, 86438",Ávila,Eladio Pintor Bernad,+34 713 00 21 04,sierracesar@hotmail.com
1285,"Pozo, Rosado and Neira",3532460774,"Calle de Abril Rodriguez 63 Piso 8 
Las Palmas, 63955",Valencia,Salomé Vélez,+34734 65 55 60,reigluisa@hotmail.com
1286,Mesa Ltd,2962984901,"Camino Milagros Niño 317 Apt. 64 
Ceuta, 84046",Zaragoza,Olegario Rocha Aliaga,+34744 03 43 60,turguillermo@pinedo.es
1287,Aparicio PLC,9358696335,"Paseo Nazario Cañas 8 Puerta 3 
Murcia, 47038",Valencia,Lucía Marco Cortés,+34 738 713 405,fulgenciomugica@sanjuan.com
1288,Mate and Sons,2785081091,"Calle Isabel Pereira 227 Apt. 14 
La Rioja, 44939",Jaén,Jacobo Valencia Carrión,+34 634954080,florina81@yahoo.com
1289,"Miguel, Morillo and Calatayud",9003556493,"Ronda Marisa Aragón 69 Puerta 7 
Granada, 84747",Zamora,Primitiva Zurita Aller,+34721194001,mireiaserra@montenegro.net
1290,Ferreras Group,2054500242,"Alameda de Lara Blázquez 320 Piso 6 
Burgos, 98157",Ceuta,Pastor Maza Cobos,+34 994 17 00 50,elodia24@infante-chico.es
1291,Cantero Ltd,6441060624,"Urbanización de Xiomara Vilar 96
Madrid, 41502",Cáceres,Edgardo Loreto Arnal Adán,+34743 821 072,fernanda98@mari.com
1292,Blanes-Hervia,4227163095,"Plaza de León Galván 49
Lleida, 05108",Badajoz,Cayetano Ferrández-Viana,+34749482867,niniesta@riba.net
1293,Roman-Aranda,5866539071,"C. Fidela Escobar 73
Almería, 13081",Navarra,Marcelo Arnal,+34973 25 70 78,soniacarbajo@ledesma.es
1294,Padilla PLC,1108589705,"Pasadizo de Rolando Morata 88
Granada, 31716",Córdoba,Nidia Cervera Briones,+34 701 60 05 75,alonso34@criado.com
1295,Villaverde LLC,0250211142,"Pasaje Cleto Duarte 67
Cuenca, 60358",Zamora,Mireia del Atienza,+34675744673,ihoz@hotmail.com
1296,Feijoo PLC,7833959824,"Ronda de Diego Montesinos 73 Puerta 2 
Tarragona, 72474",Zaragoza,Virginia Palmer,+34 720 58 40 23,aura85@sevillano-gamez.net
1297,"Cid, Cerro and Prado",2973164648,"Glorieta de Toni Saldaña 96 Piso 2 
Vizcaya, 29027",Ceuta,Catalina Oliver Villalobos,+34 626 14 28 11,yagogonzalo@vara-elias.com
1298,"Vall, Tapia and Valdés",0476900764,"Callejón Gil Donoso 86 Puerta 4 
Teruel, 87996",Toledo,Vito Daza Sanchez,+34714571139,cozarroman@yahoo.com
1299,Garay LLC,1839496479,"Plaza de Roxana Morillo 823
Madrid, 16140",Albacete,Dimas Miguel Terrón,+34711 85 63 75,tcal@hotmail.com
1300,"Cañizares, Palomino and Prada",9032957234,"Plaza Hipólito Robledo 11 Puerta 8 
Santa Cruz de Tenerife, 51729",Madrid,Esmeralda Chacón Bartolomé,+34651 376 725,leocadiohoz@yahoo.com
1301,"Noriega, Morillo and Bosch",9297930083,"Via de María Manuela Juan 51 Piso 0 
Tarragona, 02427",Córdoba,Tere Miguel Polo,+34721606258,arodriguez@villaverde.es
1302,Ariza-Pol,0804238914,"Cuesta Carmelita Cazorla 54 Puerta 5 
Sevilla, 36920",Navarra,Corona Cano Puga,+34 649 548 611,bpellicer@hotmail.com
1303,Silva-Arce,1671230945,"Avenida de Ruben Vizcaíno 87 Piso 7 
Granada, 54472",Huelva,Galo Poza Garcia,+34723136999,llorentefrancisco@gmail.com
1304,Perez Ltd,5799501555,"C. Arturo Carbajo 65
Ciudad, 23764",Alicante,Tito Benavides,+34 906 12 93 58,liliacarmona@gmail.com
1305,Giménez LLC,6919915507,"Pasaje Dulce Mercader 5
Valencia, 87560",Soria,Ámbar Hervia Álvaro,+34 651 555 170,santanaamaya@trillo.es
1306,Querol-Iñiguez,2685857818,"Callejón de Natividad Corominas 44
Castellón, 26957",Cádiz,Matías Vazquez Lucas,+34 727417235,claudiaguzman@lozano-arnau.com
1307,"Lumbreras, Feijoo and Cabañas",6131141696,"Paseo Eligio Quintana 770 Puerta 3 
Castellón, 80537",Ceuta,Candelas Abellán Cámara,+34747641367,petrona13@gmail.com
1308,"Andreu, Huguet and Azcona",7720634824,"Paseo de Jeremías Burgos 86 Puerta 2 
Vizcaya, 69354",Girona,Macarena Delgado,+34 865 946 336,paolatome@narvaez-blazquez.com
1309,Sierra-Benavente,8950752167,"C. Ámbar Jover 6
Ávila, 71750",Guadalajara,Plácido Salvador Aguiló Alcántara,+34 716 25 13 23,garaycebrian@yahoo.com
1310,Solano-Nogueira,5561030873,"Callejón de Ruben Acero 3
Alicante, 34263",Córdoba,Isabela Cuervo Losa,+34 744 99 88 28,anacleto10@checa.com
1311,Cerezo Ltd,3190428036,"Acceso de Mariana Galan 212 Apt. 67 
Castellón, 67175",Barcelona,Luis Miguel Ferrero Barrios,+34733 799 355,omorata@exposito-nieto.com
1312,"Sacristán, Revilla and Tormo",5743258308,"Via de Américo Castilla 560 Puerta 5 
Salamanca, 43585",Cuenca,Ángela Lorenzo Bautista,+34710961488,lrobles@carrasco.com
1313,"Amador, Pou and Fernández",1450263551,"Via de Lorenzo Sales 92 Puerta 7 
Albacete, 13612",Guipúzcoa,Luis Botella Marquez,+34711 401 556,abiliocastaneda@gmail.com
1314,"Sastre, Aguilar and Solsona",6410882133,"Alameda de Maxi Figuerola 81
Burgos, 10889",Santa Cruz de Tenerife,Tere Tamayo Sala,+34603 561 751,mariovaquero@yahoo.com
1315,Pizarro-Vazquez,4796421100,"Paseo Dionisia Plaza 47
Cádiz, 15705",Navarra,Ricardo Iborra Boix,+34 615 864 631,pazosamaya@gmail.com
1316,Bermejo LLC,0037053801,"Plaza María Jesús Castro 47 Piso 1 
Segovia, 40900",Toledo,Nereida del Ros,+34639273414,mnunez@yahoo.com
1317,Sedano and Sons,3751356456,"Pasadizo de Rolando Larrea 3
Barcelona, 11300",Santa Cruz de Tenerife,Nazario Izquierdo Bautista,+34 653 421 008,somozajavier@hotmail.com
1318,Huguet PLC,2798530980,"Camino de Rosendo Lozano 30 Piso 5 
La Coruña, 93422",Cádiz,Paula Quevedo Arroyo,+34730 183 383,remediosribas@iriarte.es
1319,Borja Group,4980452502,"Callejón Íñigo Rozas 5 Piso 0 
Baleares, 92369",Las Palmas,Regina Inmaculada Rosa Peiró,+34706 604 155,lllamas@gmail.com
1320,Canet PLC,9663463784,"Urbanización María Fernanda Alemán 72
Ourense, 09906",Baleares,Patricio Gabaldón-Jaume,+34 714 11 57 12,paniaguawilfredo@yahoo.com
1321,"Pujol, Cueto and Camino",4255569303,"Vial Manu Julián 6 Piso 8 
Córdoba, 75126",Badajoz,Noemí Acuña Pagès,+34928942275,gloria69@anton-portero.org
1322,Seco-Garcés,1916805859,"Paseo de Zaida Quintero 683
Girona, 87437",León,Héctor Cerdá Molina,+34 735107886,diglesias@sola-calatayud.com
1323,"Iriarte, Páez and Cerdán",7839849517,"Acceso de Corona Linares 93
Málaga, 22706",Jaén,Jose Manuel Lorenzo Viñas Hierro,+34738 042 696,arenaselena@gmail.com
1324,Jaume-Lluch,4999999775,"Rambla René Pont 65 Apt. 59 
Asturias, 48748",Asturias,Carlito Benítez-Perez,+34743 22 22 28,climacocarranza@escolano.es
1325,Chico and Sons,5046844912,"Camino de Godofredo Gilabert 23 Puerta 9 
Lugo, 61599",Tarragona,Nadia Guardiola Ramón,+34731147058,sarnau@castellanos-saura.es
1326,Madrid LLC,9718296154,"Glorieta de Feliciano Barranco 6
Navarra, 37960",Badajoz,Jesús Cristian Batlle Elías,+34 706 953 699,manoloalarcon@yahoo.com
1327,Luna-Amorós,8007695434,"C. Josefina Garay 62
Cáceres, 88589",Ourense,Aurelio Fernandez-Guijarro,+34711 598 812,escalonalalo@hotmail.com
1328,Sobrino-Jara,9867215709,"Ronda Ruth Santamaría 8 Apt. 28 
Jaén, 08088",Albacete,José Ángel Aguilar Leiva,+34901 338 862,wilfredo77@coll.es
1329,Sanmartín-Clavero,7282605431,"Cuesta Julia Perea 309 Apt. 45 
León, 35477",Albacete,Goyo Perea Ibarra,+34 735070340,ntamayo@morillo.org
1330,Moles-Matas,9492694683,"Rambla Wálter Pardo 295 Apt. 51 
Jaén, 54473",Ceuta,Narcisa del Llopis,+34896 38 78 58,emma15@yahoo.com
1331,"Echevarría, Quirós and Daza",9292405963,"Via de Espiridión Vergara 1 Puerta 4 
Badajoz, 42876",Girona,Abril Casal Camino,+34638628574,ccabanillas@amores-marino.com
1332,"Torrents, Gabaldón and Lloret",5496294964,"Pasaje Heraclio Sáenz 839 Apt. 10 
Salamanca, 09884",La Coruña,Micaela Herrera-Prada,+34925 39 83 22,leandroibanez@gmail.com
1333,Casanovas Group,0901755324,"Rambla Nicanor Campo 9 Puerta 0 
Albacete, 67183",Ávila,Pacífica Barriga Uría,+34 733 243 288,pilarfalcon@quintana-torralba.net
1334,Boix-Gallo,3899114009,"Via de Ibán Iglesia 488 Piso 6 
Segovia, 28476",Soria,Zacarías Goicoechea Sarabia,+34708 218 008,pastormacias@gmail.com
1335,"Agustí, Guillén and Vallés",7583495694,"Glorieta Luciana Sosa 9 Puerta 3 
Teruel, 12007",Murcia,Arcelia Pineda Cueto,+34739 167 171,lourdessanjuan@antunez.com
1336,"Anglada, Alcalá and Zorrilla",5674261262,"Glorieta Cayetano Ibáñez 20
Zamora, 67861",Navarra,Ciro Ferrero Frías,+34 730 745 523,bernatnoelia@hotmail.com
1337,"Acosta, Parejo and Morell",3813242925,"Plaza Nuria Simó 208
León, 32404",Ourense,Sandalio Bayona Rosado,+34720 873 957,yolandafrancisco@hotmail.com
1338,Franco-Briones,8675710126,"Acceso Elpidio Grau 282
Álava, 61985",Cáceres,Joel Herberto Murcia Malo,+34 702 399 954,martinyolanda@yahoo.com
1339,"Comas, Miró and Soto",2137355920,"Plaza de Rosa Benavides 61
Cádiz, 49355",Málaga,Wálter Alemany Viña,+34618 06 77 65,farmas@coello.com
1340,Castells Group,7044551890,"Calle Luisina Arévalo 79 Apt. 16 
Ceuta, 65953",Soria,Andrea Moles Pina,+34 710 530 710,rubenpla@barbero.es
1341,Molina-Ramos,6919359335,"Acceso de Nazario Alvarez 1 Piso 3 
Ourense, 66707",Huelva,Régulo Chacón Lledó,+34906 18 32 45,rosalinaroldan@tellez-guillen.net
1342,Palacios Ltd,4482345656,"Cuesta de Flavio Valverde 1 Puerta 3 
Albacete, 20887",Sevilla,Jaime Posada Alberdi,+34800 73 80 74,badiafeliciano@hotmail.com
1343,Pablo Ltd,7125667961,"Cuesta de Leire Heras 33
Badajoz, 45862",Zaragoza,Roberto Nicolau Rovira,+34 958 248 680,felix58@tormo.es
1344,"Agustí, Rius and Agustín",7435491378,"C. de Dorotea Nogueira 455 Piso 7 
Barcelona, 55567",Burgos,Ruy Cervantes Llorens,+34728547608,ingridborrell@carrasco.com
1345,Uribe PLC,0005135369,"Callejón Amanda Ojeda 49 Apt. 82 
Córdoba, 27987",Córdoba,Pánfilo Girón Aramburu,+34 701272441,mendozaglauco@duarte-falco.com
1346,Ramis Ltd,1122978277,"Callejón de Víctor Guzman 43
Las Palmas, 34754",Ourense,Camila Carbonell,+34700375822,nebotseverino@lozano.es
1347,Alberola-Jáuregui,8966182895,"Cuesta Inocencio Rueda 94
Álava, 52457",Cantabria,Iker Jordán Abril,+34649 581 568,antunezclotilde@arnaiz.org
1348,"Ripoll, Melero and Sedano",8288878884,"Paseo de Elba Hoz 63 Puerta 3 
Guadalajara, 99627",Segovia,Chuy Villanueva Molins,+34737335915,kfranch@huguet-pina.com
1349,Alemán Inc,6151947789,"Avenida Juanita Márquez 32 Puerta 9 
Toledo, 09944",Baleares,María Pilar Arribas Mesa,+34877460518,hectorbernal@hotmail.com
1350,Rosa Inc,8883349665,"Rambla José Machado 8 Piso 9 
Asturias, 70877",Barcelona,Efraín Benítez Beltran,+34 704 433 532,juan-antonio74@moreno-taboada.es
1351,"Real, Barreda and Flores",0506873352,"Cañada Emigdio Barrio 22
Badajoz, 99997",Jaén,Ester Gimeno Garcia,+34 968589640,ojedajose-antonio@gomila.net
1352,Salamanca-Sarmiento,8375551473,"Pasadizo de Desiderio Castilla 70
Barcelona, 09996",Ourense,Isidora Ferrándiz Vigil,+34 712899775,claudia47@gmail.com
1353,Palomares-Rocamora,8186339007,"Pasaje Sancho Prat 557
Málaga, 70235",Cádiz,Paco Samper Trillo,+34832004863,flaviaripoll@hotmail.com
1354,Rocha PLC,9189576185,"Alameda de Amanda Moraleda 70
Lleida, 50022",Castellón,Estela Cuervo Vilaplana,+34 700 623 690,jalcala@hotmail.com
1355,Sotelo-Benet,9747047766,"Acceso Renato Anglada 38
Salamanca, 27956",Vizcaya,Lidia Pardo Rebollo,+34 708985047,guadalupe23@llobet.org
1356,Arteaga-Ayala,9353751122,"Pasadizo de Sosimo Guzman 8
Segovia, 35273",Navarra,Julieta Robledo Coronado,+34749187612,rogeliomenendez@gmail.com
1357,Ureña Group,9015629324,"Avenida de Gonzalo Román 57 Puerta 2 
Sevilla, 99973",León,Elodia del Riba,+34 716569736,alejandrasomoza@peralta.es
1358,"Paniagua, Ávila and Zabaleta",7878496878,"Vial Toni Andreu 8
Zamora, 08268",Vizcaya,Hipólito Cañellas,+34685945052,sotelovilma@yahoo.com
1359,Pina-Pareja,9955292682,"Vial Aroa Sanmartín 6
Málaga, 80574",Tarragona,Erasmo Menendez Beltran,+34707728604,clotildefabra@hotmail.com
1360,Pera-Miranda,9849475748,"Ronda Francisca Martorell 277 Apt. 64 
Álava, 75709",Cáceres,Glauco Anaya Falcón,+34721 59 09 82,macariapelayo@yahoo.com
1361,"Acero, Plana and Antúnez",2479556832,"Avenida Vilma Torrents 43
Barcelona, 47449",Zamora,Graciana de Marti,+34639 108 224,landacristian@valencia.es
1362,"Donoso, Roda and Cárdenas",9949950281,"Callejón María Manuela Gomez 25
Alicante, 40487",Salamanca,Modesto Macías Llorente,+34 727 94 14 40,usanchez@trujillo.net
1363,"Carbó, Planas and Padilla",8765427822,"Via Azeneth Flor 96
Baleares, 03880",Albacete,Arcelia Uriarte Quero,+34 740 286 599,crescencia32@gmail.com
1364,Alberto-Benet,4326397715,"Calle de Leonel Agudo 72 Apt. 59 
Girona, 41611",León,Erasmo Font Aroca,+34 735 235 728,alondra10@robledo.org
1365,"Cantero, Daza and Salas",3439198382,"Callejón de Jordana Bernal 85 Apt. 17 
Baleares, 18537",Huesca,Camilo Mercader Marí,+34714736442,eliasbanos@hernandez-amat.es
1366,"Solera, Carrera and Castillo",7122459512,"Plaza de Agustina Águila 636 Puerta 0 
Valladolid, 06104",Ourense,José Mari Manjón,+34 709 014 931,ceferinoreal@yahoo.com
1367,Peralta-Comas,0525803673,"Rambla Amanda Fabra 5 Apt. 28 
Zaragoza, 71212",Ourense,Georgina Fernández Castrillo,+34709708232,suarezlino@yahoo.com
1368,Gabaldón Ltd,5765982250,"Cuesta de Azahar Figuerola 982 Apt. 35 
Ourense, 05811",Segovia,Julia Dora Duran Elías,+34 701 04 58 84,maximo78@dalmau-sedano.net
1369,Chamorro Inc,8439654130,"Cuesta Artemio Saez 828 Piso 8 
Guipúzcoa, 18518",Toledo,Alejo Medina Barrera,+34730 69 09 57,roldancayetano@yahoo.com
1370,Raya-Amigó,0550280802,"Cañada de Jacinta Borrell 5 Apt. 18 
Sevilla, 34143",Melilla,Áurea Romero Seco,+34 716278360,mayte29@bustos-pinol.net
1371,Sainz-Mateu,4935783615,"Ronda de Noé Tejero 59 Apt. 47 
Lleida, 01751",Ceuta,Edelmiro Perelló Sáez,+34989574995,federicoleon@clemente.net
1372,Manrique-Carballo,6489046733,"Cañada Fabián Girón 823
Soria, 12990",Jaén,Venceslás Vázquez Alvarez,+34 879547509,galavelasco@canals.com
1373,"Navarrete, Lago and Castell",4711518060,"C. de Ramona Corbacho 26
Melilla, 61682",Cádiz,Gaspar Barberá Pineda,+34 705 64 69 26,moreraalejandra@yahoo.com
1374,Barceló Ltd,2444371312,"Rambla de Rodrigo Benítez 83 Piso 3 
Badajoz, 08238",Madrid,Lucas Cañete Redondo,+34924 95 56 67,leandro85@barrera.es
1375,Mosquera-Catalá,6394114543,"Avenida de Miguel Peralta 39 Puerta 6 
Valladolid, 35737",Las Palmas,Dora Adelaida Sarabia Daza,+34 904965622,aureliano64@blazquez.org
1376,Blanes LLC,2366311488,"Via Emiliana Pino 74
Barcelona, 25451",Zaragoza,Trini Canales,+34 748 383 574,ruy17@martorell.es
1377,"Galiano, Taboada and Camacho",4455938482,"Plaza de Graciana Correa 50 Puerta 3 
Huesca, 80680",Baleares,Ariadna Coca Somoza,+34702454510,valderramatomasa@ochoa.com
1378,Reig-Benavides,3182318248,"Urbanización Maite Mendoza 230
Jaén, 19757",Cuenca,María Fernanda de Casares,+34 735814740,genovevacarbonell@farre.com
1379,"Fabregat, Exposito and Noriega",9577486993,"Cañada Ale Jordá 95
Málaga, 90331",Navarra,Eva Ruiz Villalobos,+34718 75 83 54,marisela33@yahoo.com
1380,"Galván, Maza and Cobo",8625463243,"Cañada Julieta Teruel 89 Piso 5 
Pontevedra, 47648",Córdoba,Venceslás Benigno Pera Viña,+34 711 484 342,juan-francisco76@palomares.net
1381,Salinas LLC,7480634291,"Rambla de Quique Azcona 26
Castellón, 38548",Zamora,Jose Antonio Marino Pizarro Velasco,+34 987 04 93 52,cayetanafuertes@yahoo.com
1382,Pujol Group,8228986715,"Cañada de Marcela Ruiz 56
Cáceres, 60711",Cuenca,Blas Casals Pulido,+34 740361299,gustavocastejon@cardenas.es
1383,Cordero-Atienza,0206969381,"Alameda de Tomás Plana 251
Badajoz, 97973",Navarra,Samanta Sainz Padilla,+34740901450,gisbertreynaldo@gmail.com
1384,"Saavedra, Sanabria and Medina",7567870085,"Cuesta de Javiera Grau 92 Apt. 44 
Zaragoza, 30536",Cáceres,Chuy Crespi,+34739 645 973,tiburcioisern@gmail.com
1385,Aguirre PLC,9236880155,"Camino de Nilo Méndez 54
Guipúzcoa, 95338",Sevilla,Enrique Cordero Montalbán,+34 730 922 424,manuelita84@hotmail.com
1386,Goicoechea Inc,7044568253,"Acceso Aurora Moreno 54
Alicante, 95501",Zamora,Rita Serafina Baños Morcillo,+34 966 346 490,beldaoctavia@losada-portero.es
1387,Abellán-Sobrino,7527884481,"Ronda de Sara Bueno 71
Teruel, 03599",Lleida,Corona Rodriguez-Nicolau,+34 806 69 52 63,leonor66@hotmail.com
1388,"Carreño, Figueroa and Lago",0170092337,"Pasaje de Custodio Julián 181 Apt. 49 
Baleares, 15444",Vizcaya,Chema Páez Bautista,+34 746 93 96 87,ealberdi@hotmail.com
1389,"Planas, Galindo and Riera",0451265895,"Urbanización de Amador Báez 27
Asturias, 62393",Ávila,Oriana Corominas,+34830 36 72 46,zacariassedano@hotmail.com
1390,"Arana, Toro and Martin",6598834774,"Calle Andrés Felipe Zaragoza 9
Lleida, 73170",Palencia,Azahara Tomás Sánchez,+34 709867304,yzamora@mateo.com
1391,Barceló Inc,7017877969,"Rambla Andrea Losada 59
Jaén, 23659",Ourense,Jimena Arjona Contreras,+34905 900 088,jose-angel87@mascaro-carrasco.com
1392,"Laguna, Cañellas and Sanmartín",2376405228,"Paseo Óscar Fabregat 981 Piso 5 
Santa Cruz de Tenerife, 31437",Ourense,Fausto Pacheco Carmona,+34735057346,vilarmaricela@gimeno.net
1393,"Castells, Rivas and Espada",7113549347,"Pasaje Julio Nicolás 92 Puerta 8 
Albacete, 01098",Almería,Ramón Lobo Tormo,+34 824 976 631,amelia63@torrens-moles.es
1394,Fabregat Group,2060800905,"Urbanización Florencia Sáenz 78 Apt. 11 
Guipúzcoa, 10305",Teruel,Benito Anglada-Barrios,+34707 773 091,nazaret18@hervia.net
1395,Gargallo PLC,4231275747,"Vial de Balduino Guzman 76
La Coruña, 83156",Almería,Felicia Lasa Carbonell,+34 735 345 173,sandovaljose-manuel@arribas.es
1396,Grau Group,9845740460,"Acceso de Rosaura Trujillo 24
Jaén, 62348",Granada,Rafaela Nogués Llorens,+34738 79 20 21,jeremiasroma@hotmail.com
1397,Fernandez Ltd,6663373121,"Glorieta Álvaro Vicente 1 Puerta 4 
Badajoz, 22691",Sevilla,Nerea Codina Collado,+34 725906095,jimena78@sobrino-canete.com
1398,"Julián, Galán and Quero",5812658131,"Cuesta Teobaldo Delgado 27 Puerta 4 
La Coruña, 35464",Córdoba,Eliseo Santiago Artigas Ayllón,+34703 59 47 02,fferran@salamanca.net
1399,Bartolomé Inc,9487124607,"Rambla Pelayo Abad 3 Apt. 83 
Almería, 42317",Las Palmas,Martina Barberá Perez,+34717886945,bernabeaguilar@hotmail.com
1400,Miranda Group,6164721376,"C. de Bernarda Tejero 6
Zaragoza, 73591",Melilla,Brígida Valverde Bárcena,+34 684097624,gilfabregat@hotmail.com
1401,Cañete LLC,6150936415,"Vial María Teresa Vila 3
Vizcaya, 41195",Ceuta,Chema Alemán Acero,+34745306163,bartolome52@montesinos.com
1402,Hervia-Martín,2895242052,"Calle de Geraldo Rosselló 99 Apt. 10 
Cuenca, 74455",Sevilla,Aránzazu Carballo Pinedo,+34743826905,narcos@yahoo.com
1403,Sanabria Group,3352448949,"Rambla Elías Catalán 56 Piso 1 
Teruel, 48657",Huesca,Perlita Maricruz Asenjo Valderrama,+34716 55 16 65,azorinaranzazu@sainz-cortes.es
1404,"Giralt, Riera and Rosell",2198835765,"Vial Moreno Guardia 505
Badajoz, 74163",Huelva,Dorotea Alberola Baños,+34 663100452,corona30@gmail.com
1405,Fabra Group,5945247593,"Cuesta de María José Torrent 97
Girona, 01766",Madrid,Trini Bravo Salazar,+34 625 54 62 33,maxi39@gmail.com
1406,"Linares, Moliner and Criado",1837129900,"C. Carmina Navarrete 393
Badajoz, 80260",León,María Belén Tenorio-Ballesteros,+34705752308,redondoernesto@moran.com
1407,Azorin-Diego,3032930238,"Cuesta de Ricarda Peña 99 Puerta 0 
Ciudad, 70064",La Rioja,Kike Alcázar Salas,+34706 84 21 89,debora20@jaume.es
1408,Sancho and Sons,3444637584,"Camino de Amílcar Cortes 15
Alicante, 94395",Cáceres,Rosa Mayo Verdugo,+34611 64 11 03,arizaarturo@aller.es
1409,Cuevas LLC,9987886268,"Urbanización Leocadia Tovar 13
Salamanca, 82522",Zaragoza,Gala Domínguez Luís,+34828 38 92 93,cerverajosep@gmail.com
1410,Criado-Batalla,0656375612,"Calle Bautista Echevarría 37 Apt. 83 
Zamora, 41659",Navarra,Nieves Reig,+34715566824,droldan@hotmail.com
1411,Valera-Rivas,6006686273,"Callejón de Daniel Amorós 239
Málaga, 93761",Las Palmas,Rocío Manso-Cano,+34 877248401,valeropalomo@galiano.org
1412,"Piquer, Perez and Lobato",4101966436,"Acceso Nadia Vicente 3 Apt. 64 
La Coruña, 21570",Zaragoza,Brunilda Royo Bello,+34722266399,smarino@mateu.es
1413,Boada Inc,5816895646,"Glorieta de Rosario Rios 59
Ceuta, 15753",Castellón,Sara Ripoll-Puig,+34820 64 93 13,escribanoconrado@gmail.com
1414,"Mayo, Briones and Peralta",2230017967,"Urbanización Santiago Julián 380
Vizcaya, 39275",Ourense,Imelda Perez,+34631 59 82 45,abigailconesa@perea.com
1415,Tapia PLC,6922582235,"Calle de Samu Bolaños 8 Puerta 8 
Las Palmas, 65499",Navarra,Coral del Gomis,+34 838 768 125,roquelanda@paniagua-benet.com
1416,"Casado, Acedo and Nadal",7079085213,"Alameda de Victoriano Cabañas 1 Piso 8 
Murcia, 51756",Tarragona,Martina Rivas-Gordillo,+34708996609,benignocastellanos@menendez-trillo.es
1417,"Diego, Bello and Navarrete",1302350793,"Rambla Graciana Milla 8
Vizcaya, 06484",Ciudad,Cirino Gilberto Atienza Roldan,+34704 53 10 90,amandojorda@duran-escudero.es
